adsh,Risk Factors,Label 1,Label 1 - details,Label 2,Label 2 - details
0001558370-23-001840,Real estate investments are relatively illiquid.,liquidity risk,,,
0001558370-23-001840,Simon and certain subsidiaries of the Operating Partnership have elected to be taxed as REITs in the United States. The failure to maintain Simon's or the Subsidiary REITs qualifications as REITs or changes in applicable tax laws or regulations could result in adverse tax consequences. ,tax risk,REIT qualification,Legal and regulatory risk,tax laws changes
0001558370-23-001840,"If the Operating Partnership fails to qualify as a partnership for federal income tax purposes, we would cease to qualify as a REIT and suffer other adverse consequences.",tax risk,REIT qualification,,
0001558370-23-001840,Complying with REIT requirements might cause us to forgo otherwise attractive acquisition opportunities or liquidate otherwise attractive investments.,tax risk,REIT qualification,,
0001558370-23-001840,"Our ownership of TRSs is subject to certain restrictions, and we will be required to pay a 100% penalty tax on certain income or deductions if our transactions with our TRSs are not conducted on arm's-length terms.",tax risk,TRSs,,
0001558370-23-001840,"Dividends payable by REITs generally do not qualify for the reduced tax rates available for some dividends, which may negatively affect the value of our shares.",liquidity risk,dividened payment,,
0001558370-23-001840,The tax imposed on REITs engaging in prohibited transactions' may limit our ability to engage in transactions which would be treated as sales for U.S. federal income tax purposes.,tax risk,REIT qualification,,
0001558370-23-001840,REIT distribution requirements could adversely affect our liquidity and our ability to execute our business plan.,tax risk,REIT distribution,,
0001558370-23-001840,Partnership tax audit rules could have a material adverse effect on us.,tax risk,partnership,,
0001558370-23-001840,"Legislative, administrative, regulatory or other actions affecting REITs, including positions taken by the IRS, could have a material adverse effect on us and our investors.",legal and regulatory risk,,,
0001558370-23-001840,Provisions in Simon's charter and by-laws and in the Operating Partnership's partnership agreement could prevent a change of control.,legal and regulatory risk,,,
0001558370-23-001840,We have a substantial debt burden that could affect our future operations.,credit risk,debt,Operational risk,
0001558370-23-001840,The agreements that govern our indebtedness contain various covenants that impose restrictions on us that might affect our ability to operate freely.,credit risk,debt,Operational risk,
0001558370-23-001840,Disruption in the capital and credit markets may adversely affect our ability to access external financings for our growth and ongoing debt service requirements.,credit risk,debt,,
0001558370-23-001840,Adverse changes in our credit ratings could affect our borrowing capacity and borrowing terms.,credit risk,rating downgrade,,
0001558370-23-001840,"An increase in interest rates would increase our interest costs on variable rate debt and could adversely impact our ability to refinance existing debt on attractive terms, or at all; our hedging interest rate protection arrangements may not effectively limit our interest rate risk.",market risk,interest rate fluctuation,,
0001558370-23-001840,"We have limited control with respect to some properties that are partially owned or managed by third parties, which may adversely affect our ability to sell or refinance them.",operational risk,,,
0001558370-23-001840,The Operating Partnership guarantees debt or otherwise provides support for a number of joint venture properties.,credit risk,,,
0001558370-23-001840,"We face risks associated with security breaches through cyber-attacks, cyber intrusions or otherwise, as well as other significant disruptions of our information technology (IT) networks and related systems.",operational risk,information system,,
0001558370-23-001840,"An increased focus on metrics and reporting related to environmental, social and governance (""ESG"") factors, may impose additional costs and expose us to new risks.",legal and regulatory risk,ESG,,
0001558370-23-001840,Our international activities may subject us to risks that are different from or greater than those associated with our domestic operations.,operational risk,international activities,,
0001558370-23-001840,"Our success depends, in part, on our ability to attract, retain and develop talented employees, and our failure to do so, including the loss of any one of our key personnel, could adversely impact our business.",operational risk,personnel resource,,
0001628280-23-005558,Risks Related to Our Business,business risk,,,
0001628280-23-005558,"We are dependent on Windstream to make payments to us under the Windstream Leases, and an event that materially and adversely affects Windstream's business, financial position or results of operations could materially and adversely affect our business, financial position or results of operations.",operational risk,technology,,
0001628280-23-005558,We may be unable to renew the Windstream Leases on commercially attractive terms or at all.,operational risk,technology,,
0001628280-23-005558,"Our level of indebtedness could materially and adversely affect our financial position, including reducing funds available for other business purposes and reducing our operational flexibility.",credit risk,debt,,
0001628280-23-005558,"We anticipate that we will have sufficient access to liquidity to fund our cash needs; if we are unable to do so, we would need to reduce our spending and it could have an adverse effect on us.",liquidity risk,,,
0001628280-23-005558,"We intend to pursue acquisitions of additional properties and seek other strategic opportunities, which may result in the use of a significant amount of management resources or significant costs, and we may not fully realize the potential benefits of such transactions.",strategy risk,acquisition,,
0001628280-23-005558,Reports of a potential sale of the business may interfere with our business and harm our results of operations.,business risk,reports,Operational risk,
0001628280-23-005558,"We are dependent on the communications industry and may be susceptible to the risks associated with it, which could materially adversely affect our business, financial position or results of operations.",business risk,communication industry,,
0001628280-23-005558,"Our business is subject to government regulations and changes in current or future laws, regulations or rules could restrict our ability to operate our business in the manner currently contemplated.",legal and regulatory risk,laws and regulations changes,,
0001628280-23-005558,Any further impairment of our goodwill would negatively impact our financial condition.,other risk,goodwill impairment,,
0001628280-23-005558,"We or our tenants may experience uninsured or underinsured losses, which could result in a significant loss of the capital we have invested in a property, decrease anticipated future revenues or cause us to incur unanticipated expenses.",operational risk,uninsured,,
0001628280-23-005558,"We rely on information technology in our operations, and any material failure, inadequacy, interruption or security failure of that technology could harm our business.",operational risk,information system,,
0001628280-23-005558,Any failure of Uniti Fiber's physical infrastructure or services could lead to significant costs and disruptions.,operational risk,communication infrastructure,,
0001628280-23-005558,"Unforeseen events could adversely affect our operations, business, and reputation Risks Related to the Status of Uniti as a REIT  If we do not qualify as a REIT, or fail to remain qualified as a REIT, we will be subject to U.S.federal income tax as a regular corporation and could face a substantial tax liability, which could reduce the amount of cash available for distribution to our stockholders and to service debt.",tax risk,REIT qualification,,
0001628280-23-005558,Legislative or other actions affecting REITs could have a negative effect on us.,legal and regulatory risk,legislative,,
0001628280-23-005558,"We could fail to qualify as a REIT if income we receive from lease transactions, such as income from Windstream pursuant to the Windstream Leases, is not treated as qualifying income.",tax risk,REIT qualification,,
0001628280-23-005558,REIT distribution requirements could adversely affect our ability to execute our business plan.,tax risk,REIT distribution,,
0001628280-23-005558,A deterioration in Windstream's financial condition could adversely affect our ability to continue to qualify as a REIT.,tax risk,REIT qualification,,
0001628280-23-005558,"Even if we remain qualified as a REIT, we may face other tax liabilities that reduce our cash flow.",tax risk,tax liability,Liquidity risk,cash flow
0001628280-23-005558,Complying with the REIT requirements may cause us to forego otherwise attractive acquisition opportunities.,tax risk,REIT qualification,,
0001628280-23-005558,Risks Related to Our Common Stock,market risk,,,
0001628280-23-005558,"We cannot guarantee our ability to pay dividends in the future, and we could elect to pay dividends substantially in the form of additional shares of our common stock.",liquidity risk,dividened payment,,
0001628280-23-005558,The market price and trading volume of our common stock may fluctuate widely.,market risk,stock price fluctuation,,
0001628280-23-005558,"Our charter restricts the ownership and transfer of our outstanding stock, which may have the effect of delaying, deferring or preventing a transaction or change of control of our company.",legal and regulatory risk,regulation restriction,,
0000813672-23-000011,Business and Operational Risks,operational risk,,,
0000813672-23-000011,"We have experienced varied operating results, and our operating results for any particular fiscal period are affected by the timing of revenue recognition, particularly for our emulation and prototyping hardware and IP products.",credit risk,Revenue recognition,,
0000813672-23-000011,"Any periods of uncertainty in the global economy and international trade relations, changes in governmental policies relating to technology, and any potential downturn in the semiconductor and electronics industries, may negatively impact our business and reduce our bookings levels and revenue.",other risk,Economic Environment,,
0000813672-23-000011,We are subject to governmental export and import controls that could subject us to liability or impair our ability to compete in global markets as well as a variety of other laws and regulations. ,legal and regulatory risk,Regulation Restriction,,
0000813672-23-000011,"As we acquire and invest in companies or technologies, we may not realize the expected business or financial benefits and these acquisitions could prove difficult to integrate, disrupt our business, dilute stockholder value and adversely affect our operating results and the market value of our common stock.",operational risk,Acquisition integration,,
0000813672-23-000011,"The effect of foreign exchange rate fluctuations may adversely impact our revenue, expenses, cash flows and financial condition. ",market risk,Foreign currency fluctuation,,
0000813672-23-000011,"We could suffer serious harm to our business because of the infringement of our intellectual property rights by third parties or because of our infringement of the intellectual property rights of third parties, as well as any associated efforts to enforce such rights, including through intellectual property litigation.",legal and regulatory risk,Litigation,,
0000813672-23-000011,"If our security measures are breached or vulnerabilities are discovered in our products and services, and an unauthorized party obtains access to customer data, financial data or assets or our proprietary business information, our information systems and products and services may be perceived as being unsecure, we could experience business or financial harm, and our business and reputation could be harmed.",operational risk,Cybersecurity,,
0000813672-23-000011,Risks associated with our international operations could adversely impact our financial condition.,operational risk,International operation risk,,
0000813672-23-000011,"The ongoing COVID-19 pandemic could continue to adversely affect our business, results of operations and financial condition. ",other risk,Pandemic Risk,,
0000813672-23-000011,"We depend upon our management team and key employees, and our failure to attract, train, motivate and retain management and key employees may make us less competitive and therefore harm our results of operations.",operational risk,Personnel resource,,
0000813672-23-000011,"We rely on our proprietary technology, as well as software and other intellectual property rights licensed to us by third parties, and we cannot assure that the precautions taken to protect our rights will be adequate or that we will continue to be able to adequately secure such intellectual property rights from third parties.",legal and regulatory risk,Legal and Intellectual Property Risk,,
0000813672-23-000011,"We have substantial cash requirements in the United States, but a significant portion of our cash is held and generated outside of the United States, and if our cash available in the United States is insufficient to meet our operating expenses and debt repayment obligations in the United States, then we may be required to raise cash in ways that could negatively affect our financial condition, results of operations and the market price of our common stock.",liquidity risk,cash flow,,
0000813672-23-000011,The long sales cycle of our products and services may cause our operating results to fluctuate unexpectedly.,market risk,Stock price fluctuation,,
0000813672-23-000011,"We have incurred, and may in the future incur, substantial costs in connection with restructuring plans, which might not result in the benefits we anticipate, possibly having a negative effect on our future operating results. ",operational risk,Restructuring,,
0000813672-23-000011,The investment of our cash is subject to risks that may cause losses and affect the liquidity of these investments.,strategy risk,Investment failure,,
0000813672-23-000011,Our business is subject to the risk of natural disasters and global climate change.,operational risk,Environmental Risk,,
0000813672-23-000011,"Risks Related to Customers, Suppliers and Industry Competition",business risk,,,
0000813672-23-000011,Customer consolidation could affect our operating results.,other risk,Customer behavior,,
0000813672-23-000011,Our failure to respond quickly to technological developments or customers?? increasing technological requirements and to continue to develop or acquire technological capabilities could make our products uncompetitive and obsolete and impede our ability to address the requirements in technology segments that are expected to contribute to our growth.,business risk,techonolgy risk,,
0000813672-23-000011,"We have invested and expect to continue to invest in research and development efforts for new and existing products and technologies and technical sales support. Such investments may affect our operating results, and, if the return on these investments is lower or develops more slowly than we expect, our revenue and operating results may suffer.",strategy risk,Investment failure,,
0000813672-23-000011,"Our operating results and revenue could be adversely affected by customer payment delays, customer bankruptcies and defaults or modifications of licenses.",credit risk,Broker's credit,,
0000813672-23-000011,"The competition in our industries is substantial, and we may not be able to continue to compete successfully in our industries.",competition risk,Competition,,
0000813672-23-000011,Our future revenue is dependent in part upon our installed customer base continuing to license or buy products and purchase services.,other risk,Customer retention,,
0000813672-23-000011,"We depend on a single supplier or a limited number of suppliers for certain hardware components and contract manufacturers for production of our emulation and prototyping hardware products, making us vulnerable to supply disruption and price fluctuation.",operational risk,Supply chain risk,,
0000813672-23-000011,"Tax, Regulatory and Litigation Risks",legal and regulatory risk,,,
0000813672-23-000011,"Our results could be adversely affected by an increase in our effective tax rate as a result of U.S. and foreign tax law changes, outcomes of current or future tax examinations, or by material differences between our forecasted and actual effective tax rates.",tax risk,Tax,,
0000813672-23-000011,"Litigation, government investigations or regulatory proceedings could adversely affect our financial condition or operations.",legal and regulatory risk,Litigation,,
0000813672-23-000011,Errors or defects in our products and services could expose us to liability and harm our business.,operational risk,,,
0000813672-23-000011,"Our reported financial results may be adversely affected by changes in United States generally accepted accounting principles, and we may incur significant costs to adjust our accounting systems and processes to comply with significant changes.",other risk,Accounting standard changes,,
0000813672-23-000011,"If we become subject to unfair hiring claims, we could be prevented from hiring needed employees, incur liability for damages and incur substantial costs in defending ourselves.",legal and regulatory risk,Claim,,
0000813672-23-000011,We are subject to evolving corporate governance and public disclosure expectations and regulations that impact compliance costs and risks of noncompliance.,legal and regulatory risk,Regulation changes,,
0000813672-23-000011,Risks Related to Our Securities and Indebtedness,market risk,,,
0000813672-23-000011,Our stock price has been and may continue to be subject to fluctuations.,market risk,Stock price fluctuation,,
0000813672-23-000011,Anti-takeover defenses in our certificate of incorporation and bylaws and certain provisions under Delaware law could prevent an acquisition of our company or limit the price that investors might be willing to pay for our common stock.,legal and regulatory risk,Regulation changes,,
0000813672-23-000011,"Our debt obligations expose us to risks that could adversely affect our business, operating results or financial condition, and could prevent us from fulfilling our obligations under such indebtedness.",credit risk,Debt obligation,,
0000813672-23-000011,"The amount and frequency of our share repurchases may fluctuate, and we cannot guarantee that we will fully consummate our share repurchase authorization, or that it will enhance long-term stockholder value. Share repurchases could also increase the volatility of the trading price of our common stock and diminish our cash reserves.",liquidity risk,Capital availability,,
0000813672-23-000011,"At the option of the holders of our outstanding notes, we may, under certain circumstances, be required to repurchase such notes.",liquidity risk,Debt obligation,,
0000813672-23-000011,"The terms of our debt agreements restrict our current and future operations, particularly our ability to respond to changes or to take certain actions.",other risk,Contract restriction,,
0000813672-23-000011,"We may not be able to generate sufficient cash to service all of our indebtedness and may be forced to take other actions to satisfy our obligations under our indebtedness, which may not be successful.",liquidity risk,Capital availability,,
0000813672-23-000011,"Despite our current level of indebtedness, we and our subsidiaries may incur substantially more debt. This could further exacerbate the risks to our financial condition described above.",credit risk,Debt obligation,,
0000813672-23-000011,"Our variable rate indebtedness subjects us to interest rate risk, which could cause our debt service obligations to increase significantly.",market risk,Interest rate fluctuation,,
0000813672-23-000011,"Various factors could increase our future borrowing costs or reduce our access to capital, including a lowering or withdrawal of the ratings assigned to us and our 2024 Notes by credit rating agencies.",credit risk,Rating downgrade,,
0000816761-23-000008,RISKS RELATED TO OUR BUSINESS AND OPERATIONS,operational risk,,,
0000816761-23-000008,"Our failure to successfully execute our cloud-first strategy and achieve the anticipated benefits of our business transformation, which includes successfully developing, launching, and scaling cloud-based products and product enhancements and/or enabling our data platform to operate effectively in cloud environments, could have a material adverse effect on our competitive position, business, brand and reputation, financial condition, results of operations and cash flows.",strategy risk,Strategy failure,,
0000816761-23-000008,"As we develop new offerings with enhanced capacity, delivery and performance capabilities, the increased difficulty and complexity associated with producing these offerings may increase the likelihood of reliability, quality, operability, and/or security issues. ",market risk,Product,,
0000816761-23-000008,"If our existing customers fail to renew, or cancel, their subscription license arrangements or support agreements, or if customers do not renew on terms favorable to us, our business could be adversely affected.",other risk,Customer retention,,
0000816761-23-000008,Unanticipated delays or accelerations in our sales cycles makes accurate estimation of our revenues difficult and could result in significant fluctuations in our quarterly operating results and could impact any financial guidance and forecasts that we may provide.,operational risk,Sales and marketing effectiveness,,
0000816761-23-000008,We may experience variability in our operating results based on the purchasing behavior of our customers.,operational risk,Sales and marketing effectiveness,,
0000816761-23-000008,Demand for the offerings and services we sell could decline if we fail to maintain positive brand perception and recognition.,business risk,Reputational Risk,,
0000816761-23-000008,"Our future results depend in part on our relationships with key suppliers, strategic partners and other third parties.",operational risk,third parties risks,,
0000816761-23-000008,"A breach of security, disruption, or failure of our information systems or those of our third-party providers could adversely impact our business and financial results.",operational risk,Cybersecurity,,
0000816761-23-000008,"Increases in the cost of components used in our product, employee compensation, and/or increases in our other costs of doing business, have, and could continue to, adversely affect our profit margins.",operational risk,cost cutting,,
0000816761-23-000008,"Inadequate internal control over financial reporting and accounting practices could lead to errors, which could adversely impact our ability to assure timely and accurate financial reporting.",operational risk,Internal control,,
0000816761-23-000008,Our business is affected by the global economies in which we operate and the economic climate of the industries we serve.,other risk,Economic Environment,,
0000816761-23-000008,Generating substantial revenues from our international operations poses several risks.,other risk,International Market Risks,,
0000816761-23-000008,Failure to successfully complete reorganization activities in connection with our transformation activities or otherwise could negatively affect our operations.,operational risk,Management procedure,,
0000816761-23-000008,"The Company's business, results of operations, and financial condition have and could in the future be materially adversely affected by the COVID-19 pandemic.",other risk,Pandemic Risk,,
0000816761-23-000008,"Our business and operations could be disrupted by weather conditions, including conditions exacerbated by global climate change.",other risk,Environmental Risk,,
0000816761-23-000008,"Any disruption at or near any of our facilities or other operations, or those of our customers, vendors, data warehouses, distribution channels, and public cloud service providers could adversely affect our business.",operational risk,Supply chain risk,,
0000816761-23-000008,"Increased scrutiny from governments, investors, raters, customers, and others regarding our environmental, social, and governance (""ESG"") practices and our inability to achieve any ESG goals we establish could impose additional costs, expose us to new risks, or negatively impact our reputation. ",other risk,Environmental Risk,,
0000816761-23-000008,RISKS RELATED TO OUR INDUSTRY,other risk,,,
0000816761-23-000008,"The IT industry is intensely competitive and evolving, and competitive pressures could adversely affect our pricing practices or demand for our offerings and services.",competition risk,Competition,,
0000816761-23-000008,"Current and evolving privacy laws and regulations regarding cloud computing, cross-border data transfer restrictions and other aspects of data privacy may limit the use and adoption of our solutions and services and adversely affect our business",legal and regulatory risk,Regulation changes,,
0000816761-23-000008,RISKS RELATED TO HUMAN CAPITAL,operational risk,,,
0000816761-23-000008,We depend on key employees and face competition in hiring and retaining qualified employees.,operational risk,Personnel resource,,
0000816761-23-000008,RISKS RELATED TO LEGAL AND REGULATORY MATTERS,legal and regulatory risk,,,
0000816761-23-000008,"We face uncertainties regarding legal proceedings, complex and changing laws and regulations, and other related matters.",legal and regulatory risk,Regulation changes,,
0000816761-23-000008,Gaps in protection of Teradata??s intellectual property or unlicensed use of third-party intellectual property could impact our business and financial condition.,other risk,Legal and Intellectual Property Risk,,
0000816761-23-000008,A change in our effective tax rate can have a significant adverse impact on our business.,tax risk,Tax,,
0000816761-23-000008,RISKS RELATED TO OUR FINANCIAL CONDITION,credit risk,,,
0000816761-23-000008,Our indebtedness could adversely affect our financial condition and limit our financial flexibility.,credit risk,Debt obligation,,
0000816761-23-000008,Fluctuations in foreign currency exchange rates have affected our operating results and could continue to impact our revenue and net earnings.,market risk,Foreign currency fluctuation,,
0000849399-22-000013,RISKS RELATED TO THE PROPOSED MERGER,other risk,,,
0000849399-22-000013,"We may fail to consummate the Proposed Merger with Avast plc, may not consummate the Proposed Merger on the expected terms, or may not achieve the anticipated benefits.",legal and regulatory risk,Mergers and Acquisitions (M&A) Legal Risk,,
0000849399-22-000013,Litigation filed against us could prevent or delay the completion of the Proposed Merger or result in the payment of damages following completion of the Proposed Merger.,legal and regulatory risk,Mergers and Acquisitions (M&A) Legal Risk,,
0000849399-22-000013,RISKS RELATED TO COVID-19,other risk,,,
0000849399-22-000013,"The COVID-19 pandemic has affected how we are operating our business, and the duration and extent to which this will impact our future results of operations and overall financial performance remains uncertain. ",other risk,Pandemic Risk,,
0000849399-22-000013,RISKS RELATED TO OUR BUSINESS STRATEGY AND INDUSTRY,strategy risk,,,
0000849399-22-000013,"If we are unable to develop new and enhanced solutions, or if we are unable to continually improve the performance, features, and reliability of our existing solutions, our business and operating results could be adversely affected. ",business risk,Product,,
0000849399-22-000013,"We operate in a highly competitive and dynamic environment, and if we are unable to compete effectively, we could experience a loss in market share and a reduction in revenue.",competition risk,Competition,,
0000849399-22-000013,We may need to change our pricing models to compete successfully.,competition risk,Competition,,
0000849399-22-000013,"If we fail to manage our sales and distribution channels effectively, or if our partners choose not to market and sell our solutions to their customers, our operating results could be adversely affected.",business risk,Product agent,,
0000849399-22-000013,"Our revenue and operating results depend significantly on our ability to retain our existing customers, convert existing non-paying customers to paying customers, and add new customers.",strategy risk,,,
0000849399-22-000013,Our acquisitions and divestitures create special risks and challenges that could adversely affect our financial results.,other risk,Customer retention,,
0000849399-22-000013,Changes in industry structure and market conditions could lead to charges related to discontinuance of certain of our products or businesses and asset impairments.,business risk,Product,,
0000849399-22-000013,RISKS RELATED TO OUR OPERATIONS,operational risk,,,
0000849399-22-000013,"We are dependent upon Broadcom for certain engineering and threat response services, which are critical to our products and business. ",business risk,Service,,
0000849399-22-000013,Our future success depends on our ability to attract and retain personnel in a competitive marketplace.,operational risk,Personnel resource,,
0000849399-22-000013,Our inability to successfully recover from a disaster or other business continuity event could impair our ability to deliver our products and services and harm our business.,operational risk,Catastrophe,,
0000849399-22-000013,"If we fail to offer high-quality customer support, our customer satisfaction may suffer and have a negative impact on our business and reputation. ",other risk,Customer retention,,
0000849399-22-000013,"Our international operations involve risks that could increase our expenses, adversely affect our operating results and require increased time and attention of our management.",operational risk,International operation risk,,
0000849399-22-000013,RISKS RELATED TO OUR SOLUTIONS,other risk,,,
0000849399-22-000013,"Our solutions, systems, websites and the data on these sources may be subject to intentional disruption that could materially harm to our reputation and future sales.",operational risk,Information system failure,,
0000849399-22-000013,"Our solutions are complex and operate in a wide variety of environments, systems and configurations, which could result in failures of our solutions to function as designed.",operational risk,Information system failure,,
0000849399-22-000013,"Negative publicity regarding our brand, solutions and business could harm our competitive position.",business risk,Reputational Risk,,
0000849399-22-000013,"We collect, use, disclose, store or otherwise process personal information, which subjects us to privacy and data security laws and contractual commitments.",legal and regulatory risk,,,
0000849399-22-000013,LEGAL AND COMPLIANCE RISKS,legal and regulatory risk,,,
0000849399-22-000013,"Matters relating to or arising from our completed Audit Committee Investigation, including litigation matters, and potential additional expenses, may adversely affect our business and results of operations.",legal and regulatory risk,Litigation,,
0000849399-22-000013,"Our solutions are highly regulated, which could impede our ability to market and provide our solutions or adversely affect our business, financial position, and results of operations.",legal and regulatory risk,Regulation restriction,,
0000849399-22-000013,"If we do not protect our proprietary information and prevent third parties from making unauthorized use of our products and technology, our financial results could be harmed.",legal and regulatory risk,third parties risks,,
0000849399-22-000013,"From time to time we are a party to lawsuits and investigations, which typically require significant management time and attention and result in significant legal expenses.",legal and regulatory risk,Litigation,,
0000849399-22-000013,Third parties claiming that we infringe their proprietary rights could cause us to incur significant legal expenses and prevent us from selling our products.,legal and regulatory risk,third parties risks,,
0000849399-22-000013,"Some of our products contain ??open source?? software, and any failure to comply with the terms of one or more of these open source licenses could negatively affect our business.",legal and regulatory risk,Regulation Restriction,,
0000849399-22-000013,RISKS RELATED TO OUR LIQUIDITY AND INDEBTEDNESS,liquidity risk,,,
0000849399-22-000013,There are risks associated with our outstanding and future indebtedness that could adversely affect our financial condition.,credit risk,Debt obligation,,
0000849399-22-000013,The elimination of LIBOR after June 2023 may affect our financial results.,market risk,Interest rate fluctuation,,
0000849399-22-000013,Our term loan and revolving credit facility agreement impose operating and financial restrictions on us.,credit risk,Debt convenant,,
0000849399-22-000013,GENERAL RISKS,other risk,,,
0000849399-22-000013,Fluctuations in our quarterly financial results have affected the trading price of our outstanding securities in the past and could affect the trading price of our outstanding securities in the future.,market risk,Stock price fluctuation,,
0000849399-22-000013,"Changes to our effective tax rate could increase our income tax expense and reduce (increase) our net income (loss), cash flows and working capital.",tax risk,Tax,,
0000892482-22-000012,Risks Related to Our Business and Our Industry,business risk,,,
0000892482-22-000012,We may not be successful at implementing our long-term strategic plan.,strategy risk,Strategy failure,,
0000892482-22-000012,Our history of losses and our cash resources available to execute our business plan over the next twelve months raise substantial doubt about our ability to continue as a going concern.,liquidity risk,cash flow,,
0000892482-22-000012,"Competition for highly skilled personnel is intense, and if we fail to attract and retain talented employees, we may fail to compete effectively.",operational risk,Personnel resource,,
0000892482-22-000012,"If we are unable to attract new customers, retain existing customers and sell additional products and services to our existing and new customers, our revenue growth and profitability will be adversely affected.",other risk,Customer retention,,
0000892482-22-000012,We may need additional capital to support the execution of our strategic plan or to fund operations and any additional capital we seek may not be available in the amount or at the time we need it.,liquidity risk,Capital availability,,
0000892482-22-000012,"While we are investing heavily in sales, marketing and research and development to enhance revenue growth and become cash flow positive, we may not achieve those goals or achieve or sustain cash flows or profitability in the future.",liquidity risk,cash flow,,
0000892482-22-000012,"The markets for video content and software to manage video content are each in early stages of development. If this market does not develop or develops more slowly than Qumu expects, including as a result of COVID-19 impacts, Qumu??s revenues may decline or fail to grow.",strategy risk,,,
0000892482-22-000012,"We encounter long sales cycles with our enterprise video solutions, which could adversely affect our operating results in a given period.",market risk,Cyclical fluctuation,,
0000892482-22-000012,"We are subject to financial and other covenants related to our debt financing and if we fail to meet such covenants, it could have a material adverse impact on our business.",credit risk,Debt convenant,,
0000892482-22-000012,"To compete effectively, we must continually improve existing products and introduce new products that achieve market acceptance.",business risk,Product,,
0000892482-22-000012,"We face intense competition and such competition may result in price reductions, lower gross profits and loss of market share.",competition risk,Competition,,
0000892482-22-000012,"Economic and market conditions, particularly those affecting our customers, have harmed and may continue to harm our business.",other risk,Economic Environment,,
0000892482-22-000012,"Our sales will decline, and our business will be materially harmed, if our sales and marketing efforts are not effective.",operational risk,Sales and marketing effectiveness,,
0000892482-22-000012,"We sell a significant portion of our products internationally, which exposes us to risks associated with international operations.",operational risk,International operation risk,,
0000892482-22-000012,"The COVID-19 pandemic has significantly impacted worldwide business practices and economic conditions and could have a material effect on Qumu??s business, financial condition and operating results.",other risk,Pandemic Risk,,
0000892482-22-000012,Risks Relating to Our Technology,other risk,,,
0000892482-22-000012,"Our enterprise video content management software products must be successfully integrated into our customers?? information technology environments and workflows, and changes to these environments, workflows or unforeseen combinations of technologies may harm our customers?? experience in using our software products.",business risk,techonolgy risk,,
0000892482-22-000012,The growth and functionality of our enterprise video content management software products depend upon the solution??s effective operation with mobile operating systems and computer networks.,operational risk,Information system failure,,
0000892482-22-000012,"Computer malware, viruses, hacking, phishing attacks, spamming, and other cyber-threats could harm our business and cause customers to lose confidence in us and our products, which could significantly impact our business and results of operations.",operational risk,Cybersecurity,,
0000892482-22-000012,"Expanding laws, regulations and customer requirements relating to data security and privacy may adversely affect sales of our products and result in increased compliance costs.",legal and regulatory risk,Regulation Restriction,,
0000892482-22-000012,"Any failure of major elements of our products could lead to significant disruptions in our ability to serve customers, which could damage our reputation, reduce our revenues or otherwise harm our business.",business risk,Product,,
0000892482-22-000012,"If we lose access to third-party licenses, our software product development and production may be delayed or we may incur additional expense to modify our products or products in development.",legal and regulatory risk,Regulation Restriction,,
0000892482-22-000012,"If the limited amount of open source software that is incorporated into our products were to become unavailable or if we violate the terms of open source licenses, it could adversely affect sales of our products, which could disrupt our business and harm our financial results.",legal and regulatory risk,Regulation Restriction,,
0000892482-22-000012,"If our domestic or international intellectual property rights are not adequately protected, others may offer products similar to ours or independently develop the same or similar technologies or otherwise obtain access to our technology and trade secrets, which could depress our product selling prices and gross profit or result in loss of market share.",legal and regulatory risk,Legal and Intellectual Property Risk,,
0000892482-22-000012,Changes in laws and regulations related to the Internet or changes in the Internet infrastructure itself may diminish the demand for our products and could have a negative impact on our business.,legal and regulatory risk,Regulation changes,,
0000892482-22-000012,Risks Related to our Common Stock,market risk,,,
0000892482-22-000012,We may experience significant quarterly and annual fluctuations in our results of operations due to a number of factors and these fluctuations may negatively impact the market price of our common stock.,market risk,Stock price fluctuation,,
0000892482-22-000012,The limited trading volume of our common stock could affect your ability to sell your shares at a satisfactory price.,liquidity risk,Capital availability,,
0000892482-22-000012,"Provisions of Minnesota law, our bylaws and other agreements may deter a change of control of our company and may have a possible negative effect on our stock price.",legal and regulatory risk,Regulation Restriction,,
0000948708-23-000015,Risks Related to our Business Operations,operational risk,,,
0000948708-23-000015,"We derive a significant portion of our revenues from sales to a concentrated number of clients, and a reduction in sales to any of them may adversely impact our revenues and operating results.",other risk,customer dependency,,
0000948708-23-000015,"Our growth depends in part on our customers?? ability and willingness to timely launch and deliver our products and services, to promote our products and services and to attract and retain new end user customers or achieve other goals outside of our control.",other risk,customer dependency,,
0000948708-23-000015,"If we are unable to retain key personnel, the loss of their services could materially and adversely affect our business, financial condition, and results of operations.",operational risk,Personnel resource,,
0000948708-23-000015,"Security breaches, improper access to or disclosure of our data, our customers?? data or their end users?? data, other hacking attacks on our systems or the third-party systems that we use, or other cyber incidents and privacy breaches could harm our reputation and adversely affect our business.",legal and regulatory risk,data security,,
0000948708-23-000015,Interruptions or delays in service from data center hosting facilities could impair the delivery of our service and harm our business.,operational risk,Service,,
0000948708-23-000015,"The success of our products depends upon effective operation with operating systems, devices, networks, and standards that we do not control and on our continued relationships with mobile operating system providers and device manufacturers. Changes in our products or to those operating systems, devices, networks, or standards, or interference with those relationships may seriously harm our customers?? ability to retain or attract new users and may harm our revenue and growth.",business risk,Product,,
