adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0001683168-23-001804,814586,"LIFEWAY FOODS, INC.",2020.0,US,IL,MORTON GROVE,60053,6431 W OAKTON,,847-967-1010,US,IL,MORTON GROVE,60053,6431 W OAKTON,,US,IL,363442829.0,LIFEWAY FOODS INC,19920703.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230327,2023-03-27 16:16:00.0,0,1,lifeway_i10k-123122_htm.xml,1,,2020,Office of Manufacturing,DAIRY PRODUCTS,https://www.sec.gov/Archives/edgar/data/814586/000168316823001804/0001683168-23-001804.txt
0001493152-22-009893,1589149,"GREENWAVE TECHNOLOGY SOLUTIONS, INC.",5051.0,US,VA,SUFFOLK,23434,277 SUBURBAN DRIVE,,(303) 816-8070,US,VA,SUFFOLK,23434,277 SUBURBAN DRIVE,,US,DE,462612944.0,"MASSROOTS, INC.",20131011.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220414,2022-04-14 12:10:00.0,0,1,form10-k_htm.xml,1,,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,https://www.sec.gov/Archives/edgar/data/1589149/000149315222009893/0001493152-22-009893.txt
0001493152-23-010230,1589149,"GREENWAVE TECHNOLOGY SOLUTIONS, INC.",5051.0,US,VA,SUFFOLK,23434,277 SUBURBAN DRIVE,,757-966-1432,US,VA,SUFFOLK,23434,277 SUBURBAN DRIVE,,US,DE,462612944.0,"MASSROOTS, INC.",20131011.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:03:00.0,0,1,form10-k_htm.xml,1,,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,https://www.sec.gov/Archives/edgar/data/1589149/000149315223010230/0001493152-23-010230.txt
0000352825-23-000034,352825,FOSTER L B CO,5051.0,US,PA,PITTSBURGH,15220,415 HOLIDAY DR,,4129283431,US,PA,PITTSBURGH,15220,415 HOLIDAY DR,,US,PA,251324733.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230310,2023-03-10 13:14:00.0,0,1,fstr-20221231_htm.xml,1,,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,https://www.sec.gov/Archives/edgar/data/352825/000035282523000034/0000352825-23-000034.txt
0001558370-23-002368,861884,RELIANCE STEEL & ALUMINUM CO,5051.0,US,AZ,SCOTTSDALE,85254,"16100 N. 71ST STREET, SUITE 400",,213-687-7700,US,AZ,SCOTTSDALE,85254,"16100 N. 71ST STREET, SUITE 400",,US,DE,951142616.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:23:00.0,0,1,rs-20221231x10k_htm.xml,1,,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,https://www.sec.gov/Archives/edgar/data/861884/000155837023002368/0001558370-23-002368.txt
0001437749-23-004533,917470,OLYMPIC STEEL INC,5051.0,US,OH,BEDFORD HEIGHTS,44146,5096 RICHMOND RD,,2162923800,US,OH,BEDFORD HEIGHTS,44146,5096 RICHMOND RD,,US,OH,341245650.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230224,2023-02-24 16:07:00.0,0,1,zeus20221231_10k_htm.xml,1,,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,https://www.sec.gov/Archives/edgar/data/917470/000143774923004533/0001437749-23-004533.txt
0000950170-23-003768,1481582,RYERSON HOLDING CORP,5051.0,US,IL,CHICAGO,60606,"227 W. MONROE ST., 27TH FLOOR",,312 292-5000,US,IL,CHICAGO,60606,"227 W. MONROE ST., 27TH FLOOR",,US,DE,261251524.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230222,2023-02-22 16:19:00.0,0,1,ryi-20221231_htm.xml,1,,5051,Office of Trade & Services,WHOLESALE-METALS SERVICE CENTERS & OFFICES,https://www.sec.gov/Archives/edgar/data/1481582/000095017023003768/0000950170-23-003768.txt
0001877788-22-000013,1877788,"BOON INDUSTRIES, INC.",2890.0,US,CA,GRASS VALLEY,95945,110 SPRING HILL ROAD #16,,530-648-1333,US,CA,GRASS VALLEY,95945,110 SPRING HILL ROAD #16,,US,OK,845079920.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220414,2022-04-14 15:17:00.0,0,1,bnow-10k_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1877788/000187778822000013/0001877788-22-000013.txt
0001178913-23-001267,1062128,"ARTEMIS THERAPEUTICS, INC.",2890.0,IL,,PETACH TIKVA,4959507,3 ELIEZER VARDINON ST.,,646-233-1454,IL,,PETACH TIKVA,4959507,3 ELIEZER VARDINON ST.,,US,DE,841417774.0,NEW YORK GLOBAL INNOVATIONS INC.,20140305.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 15:36:00.0,0,1,zk2329471_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1062128/000117891323001267/0001178913-23-001267.txt
0001477932-23-002099,1921865,ASP ISOTOPES INC.,2890.0,US,FL,BOCA RATON,33432,"433 PLAZA REAL, SUITE 275",,(561) 709-3034,US,FL,BOCA RATON,33432,"433 PLAZA REAL, SUITE 275",,US,DE,872618235.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 15:59:00.0,0,1,aspi_10k_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1921865/000147793223002099/0001477932-23-002099.txt
0001493152-23-010222,1069394,FLEXIBLE SOLUTIONS INTERNATIONAL INC,2890.0,CA,BC,VICTORIA B C,V8N 1X5,2614 QUEENSWOOD DR,,2504779969,CA,BC,VICTORIA BC CANADA,V8N 1X5,2614 QUEENSWOOD DR,,US,NV,911922863.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:01:00.0,0,1,form10-k_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1069394/000149315223010222/0001493152-23-010222.txt
0000928054-23-000052,928054,FLOTEK INDUSTRIES INC/CN/,2890.0,US,TX,HOUSTON,77064,8846 N. SAM HOUSTON PARKWAY W.,,7138499911,US,TX,HOUSTON,77064,8846 N. SAM HOUSTON PARKWAY W.,,US,DE,900023731.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-22 19:03:00.0,0,1,ftk-20221231_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/928054/000092805423000052/0000928054-23-000052.txt
0001515156-23-000024,1515156,"ADVANCED EMISSIONS SOLUTIONS, INC.",2890.0,US,CO,GREENWOOD VILLAGE,80111,"8051 E. MAPLEWOOD AVE., STE 210",,720-598-3500,US,CO,GREENWOOD VILLAGE,80111,"8051 E. MAPLEWOOD AVE., STE 210",,,,275472457.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230308,2023-03-08 17:07:00.0,0,1,ades-20221231_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1515156/000151515623000024/0001515156-23-000024.txt
0001609804-23-000009,1609804,ORION ENGINEERED CARBONS S.A.,2890.0,US,TX,SPRING,77389,"1700 CITY PLAZA DRIVE, SUITE 300",,(281) 381-2959,US,TX,SPRING,77389,"1700 CITY PLAZA DRIVE, SUITE 300",,,,0.0,ORION ENGINEERED CARBONS S.A R.L.,20140603.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230224,2023-02-23 19:44:00.0,0,1,oec-20221231_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1609804/000160980423000009/0001609804-23-000009.txt
0001590714-23-000027,1590714,ELEMENT SOLUTIONS INC,2890.0,US,FL,FORT LAUDERDALE,33394,500 EAST BROWARD BOULEVARD,SUITE 1860,561-207-9600,US,FL,FORT LAUDERDALE,33394,500 EAST BROWARD BOULEVARD,SUITE 1860,,,371744899.0,PLATFORM SPECIALTY PRODUCTS CORP,20131031.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230222,2023-02-22 16:20:00.0,0,1,esi-20221231_htm.xml,1,,2890,Industrial Applications and Services,MISCELLANEOUS CHEMICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1590714/000159071423000027/0001590714-23-000027.txt
0001564590-22-014339,1687932,"J.JILL, INC.",2330.0,US,MA,QUINCY,02169,4 BATTERYMARCH PARK,,617-376-4300,US,MA,QUINCY,02169,4 BATTERYMARCH PARK,,US,DE,451459825.0,JILL INTERMEDIATE LLC,20161019.0,2-ACC,0,131.0,10-K,20220131.0,2021.0,FY,20220413,2022-04-13 16:06:00.0,0,1,jill-10k_20220129_htm.xml,1,,2330,Office of Manufacturing,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",https://www.sec.gov/Archives/edgar/data/1687932/000156459022014339/0001564590-22-014339.txt
0001213900-22-019460,1669400,"VERITAS FARMS, INC.",100.0,US,FL,DANIA BEACH,33004,1815 GRIFFIN ROAD,SUITE 401,(833)691-4367,US,FL,DANIA BEACH,33004,1815 GRIFFIN ROAD,SUITE 401,US,NV,990375676.0,"SANSAL WELLNESS HOLDINGS, INC.",20171113.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220412,2022-04-12 17:12:00.0,0,1,f10k2021_veritasfarms_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1669400/000121390022019460/0001213900-22-019460.txt
0001477932-22-002067,1002771,"INTEGRATED CANNABIS SOLUTIONS, INC.",100.0,US,FL,COCONUT CREEK,33073,6810 NORTH STATE ROAD 7,,954-906-0098,US,FL,COCONUT CREEK,33073,6810 NORTH STATE ROAD 7,,US,NV,901505708.0,POSH INTERNATIONAL INC,19951026.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220405,2022-04-05 16:22:00.0,0,1,igpk_10k_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1002771/000147793222002067/0001477932-22-002067.txt
0001493152-22-027039,1300734,"SHINECO, INC.",100.0,CN,,BEIJING,100020,"ROOM 3310, NORTH TOWER, ZHENGDA CENTER","NO.20, JINHE EAST RD, CHAOYANG DISTRICT",(86) 10-87227366,CN,,BEIJING,100020,"ROOM 3310, NORTH TOWER, ZHENGDA CENTER","NO.20, JINHE EAST RD, CHAOYANG DISTRICT",,,522175898.0,"SUPCOR, INC.",20050328.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220928,2022-09-28 16:31:00.0,0,1,form10-k_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1300734/000149315222027039/0001493152-22-027039.txt
0001564590-22-032564,1477246,S&W SEED CO,100.0,US,CO,LONGMONT,80501,2101 KEN PRATT BLVD.,SUITE 201,(720) 506-9191,US,CO,LONGMONT,80501,2101 KEN PRATT BLVD.,SUITE 201,US,NV,271275784.0,,,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220928,2022-09-28 15:21:00.0,0,1,sanw-10k_20220630_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1477246/000156459022032564/0001564590-22-032564.txt
0001213900-22-039400,1749849,ORGANIC AGRICULTURAL CO LTD,100.0,CN,,"HARBIN, HEILONGJIANG PROVINCE",150090,"ROOM 6504 BUILDING 3, KEJICHUANGXINCHENG",CHUANGXINCHUANGYE PLAZA,86 0451 51527001,CN,,"HARBIN, HEILONGJIANG PROVINCE",150090,"ROOM 6504 BUILDING 3, KEJICHUANGXINCHENG",CHUANGXINCHUANGYE PLAZA,US,NV,825442097.0,,,4-NON,0,331.0,10-K,20220331.0,2021.0,FY,20220714,2022-07-14 16:16:00.0,0,1,f10k2022_organicagri_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1749849/000121390022039400/0001213900-22-039400.txt
0000950170-23-010606,1776738,COLUMBIA CARE INC.,100.0,US,NY,NEW YORK,10019,"680 FIFTH AVENUE, 24TH FLOOR",,2125543424,US,NY,NEW YORK,10019,"680 FIFTH AVENUE, 24TH FLOOR",,CA,BC,981488978.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-29 16:13:00.0,0,1,cchwf-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1776738/000095017023010606/0000950170-23-010606.txt
0001654954-23-003957,1838128,LOWELL FARMS INC.,100.0,US,CA,SALINAS,93907,19 QUAIL RUN CIRCLE - SUITE B,,(831) 998-8214,US,CA,SALINAS,93907,19 QUAIL RUN CIRCLE - SUITE B,,CA,BC,0.0,"INDUS HOLDINGS, INC.",20201228.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-30 20:31:00.0,0,1,lowlf_10k_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1838128/000165495423003957/0001654954-23-003957.txt
0001840780-23-000014,1840780,LOCAL BOUNTI CORPORATION/DE,100.0,US,MT,HAMILTON,59840,400 W. MAIN ST.,,406-361-3711,US,MT,HAMILTON,59840,400 W. MAIN ST.,,US,DE,981584830.0,LEO HOLDINGS III CORP.,20210115.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 17:15:00.0,0,1,locl-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1840780/000184078023000014/0001840780-23-000014.txt
0000950170-23-011019,1469443,"ARCADIA BIOSCIENCES, INC.",100.0,US,,DAVIS,95618,202 COUSTEAU PLACE,SUITE 105,530-756-7077,US,CA,DAVIS,95618,202 COUSTEAU PLACE,SUITE 105,US,DE,810571538.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230330,2023-03-30 17:09:00.0,0,1,rkda-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1469443/000095017023011019/0000950170-23-011019.txt
0001193125-23-084037,1643154,"IANTHUS CAPITAL HOLDINGS, INC.",100.0,CA,BC,VANCOUVER,V6E 3C9,"SUITE 1980, 1075 WEST GEORGIA ST.",,604-688-9588,CA,BC,VANCOUVER,V6E 3C9,"SUITE 1980, 1075 WEST GEORGIA ST.",,CA,BC,0.0,GENARCA HOLDINGS LTD,20150522.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230330,2023-03-29 20:08:00.0,0,1,d407255d10k_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1643154/000119312523084037/0001193125-23-084037.txt
0001628280-23-009918,1848416,VERANO HOLDINGS CORP.,100.0,US,IL,CHICAGO,60654,415 NORTH DEARBORN STREET,4TH FLOOR,312-265-0730,US,IL,CHICAGO,60654,415 NORTH DEARBORN STREET,4TH FLOOR,CA,BC,981583243.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230330,2023-03-30 16:33:00.0,0,1,vrnof-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1848416/000162828023009918/0001628280-23-009918.txt
0001437749-23-007661,1813452,PLANET 13 HOLDINGS INC.,100.0,US,NV,LAS VEGAS,89109,2548 WEST DESERT INN ROAD,,702-815-1313,US,NV,LAS VEGAS,89118,4675 W. TECO AVE.,SUITE 250,CA,BC,832787199.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-23 16:38:00.0,0,1,plnhf20221231_10k_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1813452/000143774923007661/0001437749-23-007661.txt
0001750155-23-000021,1750155,"CHARLOTTE'S WEB HOLDINGS, INC.",100.0,US,CO,LOUISVILLE,80027,700 TECH COURT,,1-720-617-7303,US,CO,LOUISVILLE,80027,700 TECH COURT,,CA,BC,981508633.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-23 06:50:00.0,0,1,cweb-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1750155/000175015523000021/0001750155-23-000021.txt
0001477932-23-001657,1809750,EDIBLE GARDEN AG INC,100.0,US,NJ,BELVIDERE,07823,283 COUNTY ROAD 519,,908-750-3953,US,NJ,BELVIDERE,07823,283 COUNTY ROAD 519,,US,DE,850558704.0,EDIBLE GARDEN INC,20200415.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230322,2023-03-22 08:31:00.0,0,1,edbl_10k_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1809750/000147793223001657/0001477932-23-001657.txt
0000950170-23-008501,1778129,TERRASCEND CORP.,100.0,CA,ON,MISSISSAUGA,L5B 4A7,3610 MAVIS ROAD,,855 837-7295,CA,ON,MISSISSAUGA,L5B 4A7,3610 MAVIS ROAD,,CA,ON,0.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230316,2023-03-16 16:35:00.0,0,1,trssf-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1778129/000095017023008501/0000950170-23-008501.txt
0001807707-23-000030,1807707,"APPHARVEST, INC.",100.0,US,KY,MOREHEAD,40351,500 APPALACHIAN WAY,,(606) 653-6100,US,KY,MOREHEAD,40351,500 APPALACHIAN WAY,,US,DE,845042965.0,NOVUS CAPITAL CORP,20200325.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230315,2023-03-15 16:13:00.0,0,1,apph-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1807707/000180770723000030/0001807707-23-000030.txt
0001121702-23-000012,1121702,"YIELD10 BIOSCIENCE, INC.",100.0,US,MA,WOBURN,01801,19 PRESIDENTIAL WAY,SUITE 201,617-583-1700,US,MA,WOBURN,01801,19 PRESIDENTIAL WAY,SUITE 201,US,DE,43158289.0,"METABOLIX, INC.",20060717.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230314,2023-03-14 16:14:00.0,0,1,yten-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1121702/000112170223000012/0001121702-23-000012.txt
0000950170-23-007006,1584549,"VILLAGE FARMS INTERNATIONAL, INC.",100.0,CA,,"DELTA, BRITISH COLUMBIA",V4K 3N3,4700 - 80TH STREET,,732-676-3008,CA,,"DELTA, BRITISH COLUMBIA",V4K 3N3,4700 - 80TH STREET,,CA,,0.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230309,2023-03-09 16:06:00.0,0,1,vff-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1584549/000095017023007006/0000950170-23-007006.txt
0000950170-23-005368,1795139,GREEN THUMB INDUSTRIES INC.,100.0,US,IL,CHICAGO,60654,325 WEST HURON STREET,SUITE 700,312-471-6720,US,IL,CHICAGO,60654,325 WEST HURON STREET,SUITE 700,,,981437430.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 10:01:00.0,0,1,gtbif-20221231_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1795139/000095017023005368/0000950170-23-005368.txt
0001047340-23-000012,1047340,FRESH DEL MONTE PRODUCE INC,100.0,US,FL,CORAL GABLES,33134,"241 SEVILLA AVENUE, 12TH FLOOR",C/O DEL MONTE FRESH PRODUCE CO,3055208400,US,FL,CORAL GABLES,33134,C/O DEL MONTE FRESH PRODUCE COMPANY,"241 SEVILLA AVENUE, 12TH FLOOR",KY,,0.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230222,2023-02-22 16:04:00.0,0,1,fdp-20221230_htm.xml,1,,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1047340/000104734023000012/0001047340-23-000012.txt
0001755672-23-000005,1755672,"CORTEVA, INC.",100.0,US,IN,INDIANAPOLIS,46268,9330 ZIONSVILLE ROAD,,(833) 267-8382,US,IN,INDIANAPOLIS,46268,9330 ZIONSVILLE ROAD,,US,DE,824979096.0,DUPONT E I DE NEMOURS & CO,19920703.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230209,2023-02-09 10:33:00.0,0,1,ctva-20221231_htm.xml,2,30554,100,Industrial Applications and Services,AGRICULTURAL PRODUCTION-CROPS,https://www.sec.gov/Archives/edgar/data/1755672/000175567223000005/0001755672-23-000005.txt
0001410578-22-000866,1827899,CROWN PROPTECH ACQUISITIONS,5072.0,KY,,GRAND CAYMAN,KY1-1104,C/O MAPLES AND CALDER,"PO BOX 309, UGLAND HOUSE",212-563-6400,KY,,GRAND CAYMAN,KY1-1104,C/O MAPLES AND CALDER,"PO BOX 309, UGLAND HOUSE",KY,,0.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220412,2022-04-12 16:16:00.0,0,1,cptk-20211231x10k_htm.xml,1,,5072,Office of Trade & Services,WHOLESALE-HARDWARE,https://www.sec.gov/Archives/edgar/data/1827899/000141057822000866/0001410578-22-000866.txt
0001740332-23-000006,1740332,"RESIDEO TECHNOLOGIES, INC.",5072.0,US,TX,AUSTIN,78702,901 E 6TH STREET,,512-726-3500,US,TX,AUSTIN,78702,901 E 6TH STREET,,US,DE,825318796.0,HH SPINCO INC.,20180510.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230221,2023-02-21 16:48:00.0,0,1,rezi-20221231_htm.xml,1,,5072,Office of Trade & Services,WHOLESALE-HARDWARE,https://www.sec.gov/Archives/edgar/data/1740332/000174033223000006/0001740332-23-000006.txt
0001683168-22-002560,1652958,"FOURTH WAVE ENERGY, INC.",8082.0,US,CA,SAN JOSE,95113,"75 E. SANTA CLARA ST., 6TH FLOOR",,818-855-8199,US,CA,SAN JOSE,95113,"75 E. SANTA CLARA ST., 6TH FLOOR",,US,NV,474046237.0,PIERRE CORP.,20181113.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220412,2022-04-12 17:15:00.0,0,1,fourthwave_i10k-123121_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/1652958/000168316822002560/0001683168-22-002560.txt
0000950170-23-008309,1832332,"AVEANNA HEALTHCARE HOLDINGS, INC.",8082.0,US,GA,ATLANTA,30339,400 INTERSTATE NORTH PARKWAY,STE 1700,770-441-1580,US,GA,ATLANTA,30339,400 INTERSTATE NORTH PARKWAY,STE 1700,US,DE,844717209.0,,,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230316,2023-03-16 08:01:00.0,0,1,avah-20221231_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/1832332/000095017023008309/0000950170-23-008309.txt
0000950170-23-005160,1468328,ADDUS HOMECARE CORP,8082.0,US,TX,FRISCO,75034,6303 COWBOYS WAY,SUITE 600,469-535-8200,US,TX,FRISCO,75034,6303 COWBOYS WAY,SUITE 600,US,DE,205340172.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:40:00.0,0,1,adus-20221231_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/1468328/000095017023005160/0000950170-23-005160.txt
0001628280-23-005590,1725255,ADAPTHEALTH CORP.,8082.0,US,PA,PLYMOUTH MEETING,19462,220 WEST GERMANTOWN PIKE,SUITE 250,610-630-6357,US,PA,PLYMOUTH MEETING,19462,220 WEST GERMANTOWN PIKE,SUITE 250,US,DE,823677704.0,DFB HEALTHCARE ACQUISITIONS CORP.,20171213.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 16:39:00.0,0,1,ahco-20221231_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/1725255/000162828023005590/0001628280-23-005590.txt
0001562762-23-000057,19584,CHEMED CORP,8082.0,US,OH,CINCINNATI,45202,SUITE 2600,255 E FIFTH ST,(513)762-6690,US,OH,CINCINNATI,45202-4726,SUITE 2600,255 E FIFTH STREET,US,DE,310791746.0,ROTO-ROOTER INC,20030613.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 10:15:00.0,0,1,che-20221231x10k_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/19584/000156276223000057/0001562762-23-000057.txt
0001828182-23-000004,1828182,"SIGNIFY HEALTH, INC.",8082.0,US,CT,NORWALK,06854,800 CONNECTICUT AVENUE,,(203) 541-4600,US,CT,NORWALK,06854,800 CONNECTICUT AVENUE,,US,DE,0.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 08:05:00.0,0,1,sgfy-20221231_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/1828182/000182818223000004/0001828182-23-000004.txt
0001014739-23-000009,1014739,"OPTION CARE HEALTH, INC.",8082.0,US,IL,BANNOCKBURN,60015,3000 LAKESIDE DR,SUITE 300N,312 940 2443,US,IL,BANNOCKBURN,60015,3000 LAKESIDE DR,SUITE 300N,US,DE,50489664.0,"BIOSCRIP, INC.",20050314.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230223,2023-02-23 16:02:00.0,0,1,bios-20221231_htm.xml,1,,8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,https://www.sec.gov/Archives/edgar/data/1014739/000101473923000009/0001014739-23-000009.txt
